42	2	24	11	2767	17	7	3	1	222	60	5	10	5180	56	31	19	19	36	11	24	45	312	53	13	122	4	8	15	6	109	7	1803	88	4	464	49	10	1123	39	0	18	5	33	1553	0	11	3	41	45	20	46	0	0	14596	
23	1	13	14	1252	7	2	1	0	261	90	0	3	401	1234	12	11	17	26	6	9	19	278	32	11	127	4	8	2	3	83	4	898	118	4	445	32	6	646	21	0	14	2	19	922	0	4	0	37	26	10	38	1	0	7197	
22	1	16	5	832	18	1	1	1	177	59	0	1	249	41	414	8	18	15	4	11	28	182	46	1	66	0	2	6	1	60	7	576	65	2	314	31	6	515	4	0	10	3	29	637	0	6	2	43	33	6	63	0	0	4638	
24	1	15	7	691	14	1	0	0	146	57	1	0	219	38	20	438	22	39	2	11	22	132	20	6	70	2	4	6	0	51	4	492	58	3	227	21	3	440	5	0	17	1	19	594	0	3	1	29	31	7	38	0	0	4052	
34	0	33	9	768	19	3	1	0	200	64	2	2	264	56	11	8	721	40	3	14	29	174	19	7	87	2	5	2	0	65	0	522	88	0	286	33	4	412	20	1	14	3	53	693	0	3	2	40	29	6	45	0	0	4896	
20	2	9	12	778	7	4	0	1	175	97	1	2	268	43	14	9	13	918	1	19	32	183	29	4	103	1	5	5	0	45	3	609	86	0	277	22	5	412	17	0	7	3	28	732	0	5	1	43	37	9	49	0	0	5145	
9	0	6	7	314	4	2	0	2	71	18	0	0	126	21	15	5	9	9	159	6	12	58	15	6	35	1	5	2	0	14	1	272	26	1	110	9	2	187	3	0	3	0	18	275	0	3	1	13	6	4	17	0	0	1882	
12	2	12	1	1095	7	4	0	2	142	39	1	3	277	44	7	3	9	6	4	1285	69	138	38	2	58	1	5	2	0	144	3	710	43	0	193	12	2	331	6	0	2	1	24	420	0	2	0	49	58	1	40	1	0	5310	
12	5	14	5	1501	7	6	0	1	171	54	1	3	320	42	7	3	11	14	0	12	1723	195	22	3	69	2	3	7	5	175	3	877	60	3	304	11	5	460	13	1	7	4	22	556	0	7	3	48	65	5	24	0	0	6871	
40	4	29	21	2151	13	16	0	1	411	64	4	7	578	48	31	15	28	36	7	16	37	3508	50	13	106	1	11	3	4	92	2	1539	90	2	639	39	7	1008	31	2	29	4	35	1466	0	9	4	51	34	10	52	1	0	12399	
9	3	16	4	1438	7	11	0	1	217	54	2	3	351	52	16	7	15	14	4	8	58	234	1018	5	99	1	5	5	3	113	2	885	71	0	366	22	7	591	10	0	5	3	23	732	0	4	2	49	59	2	61	0	0	6667	
28	0	17	13	420	12	5	1	2	127	42	1	2	147	38	10	13	23	48	5	10	18	113	18	456	77	3	3	1	1	25	2	371	72	0	202	21	7	284	36	1	17	1	18	541	1	0	0	19	18	7	12	0	0	3309	
26	0	15	8	1200	4	8	1	1	266	45	1	6	390	44	20	7	21	28	4	6	26	249	26	13	1564	2	6	4	4	87	2	842	124	3	408	34	6	694	18	0	12	0	25	1050	0	3	0	31	15	15	25	0	0	7389	
9	0	11	9	236	5	0	0	0	47	15	1	1	79	22	8	3	4	11	1	2	3	73	15	6	51	90	2	2	0	17	3	208	22	1	103	5	3	148	5	0	7	1	16	233	0	3	0	20	6	4	16	0	0	1527	
10	0	13	7	543	8	0	0	0	112	25	0	1	189	27	15	11	11	19	3	11	11	100	26	5	63	1	213	2	0	30	3	401	52	1	177	20	3	279	6	2	9	1	15	442	0	2	0	25	22	3	20	1	0	2940	
10	0	13	5	351	2	4	0	0	51	22	4	0	103	25	4	2	2	12	1	15	16	66	18	4	21	0	3	342	0	38	2	229	15	0	75	9	5	127	4	0	3	0	7	178	0	1	0	18	16	5	9	1	0	1838	
3	0	4	3	286	9	3	0	0	45	12	1	0	65	14	6	1	2	6	0	8	10	48	6	0	12	0	0	7	198	37	1	158	20	1	61	5	5	84	0	0	7	0	5	113	0	4	0	15	14	1	15	1	0	1296	
11	2	14	3	2001	7	6	2	0	229	24	2	4	371	29	15	13	8	13	6	22	41	268	28	11	53	1	3	7	2	3217	3	1210	27	3	308	22	5	476	7	2	10	2	9	630	0	3	0	26	25	6	32	0	0	9219	
16	0	12	8	364	8	5	0	0	83	24	0	1	98	22	9	6	15	17	3	6	12	99	14	8	50	3	4	0	1	25	215	278	45	0	127	15	6	190	13	0	4	0	18	345	0	1	1	15	17	5	14	2	0	2224	
46	2	38	19	3780	19	15	4	2	283	85	10	7	571	72	40	24	36	42	9	33	72	372	57	25	156	2	19	20	4	154	7	12596	109	3	557	63	11	933	55	3	31	4	35	1121	3	15	1	55	54	15	73	1	0	21763	
26	1	26	9	1211	13	7	1	0	297	48	1	4	376	40	24	20	20	32	6	10	8	279	26	14	87	3	8	8	2	78	2	820	1869	2	444	48	3	663	21	0	14	5	31	992	0	5	1	31	14	14	36	0	0	7700	
6	0	8	2	250	3	3	0	0	49	13	1	0	90	19	8	3	3	9	1	2	2	51	4	5	40	0	3	2	0	11	1	175	17	60	94	9	3	170	5	0	5	2	9	254	0	0	1	5	8	4	12	0	0	1422	
37	3	26	11	2257	14	8	1	2	229	74	3	3	718	60	32	16	32	48	10	13	32	299	56	16	153	3	11	10	4	81	9	1630	91	5	4837	57	7	1136	43	3	28	3	46	1700	0	9	3	47	50	13	55	0	0	14034	
38	0	29	4	745	4	5	0	0	195	56	1	1	239	59	14	8	12	39	7	10	26	184	40	5	123	2	3	1	0	33	3	590	96	3	283	660	4	487	19	0	11	3	37	849	0	3	0	36	30	6	47	1	0	5051	
20	1	17	6	723	13	2	0	0	161	40	0	5	179	38	11	12	11	27	4	16	32	140	38	6	62	3	4	5	2	67	1	490	71	2	219	21	395	302	5	1	15	3	15	474	1	3	0	29	38	5	36	1	0	3772	
31	4	21	15	2563	14	13	3	2	257	66	5	9	472	63	32	15	32	40	10	18	38	305	69	17	146	7	10	13	3	87	5	1779	83	6	495	53	12	6663	35	1	23	8	47	1679	0	11	2	56	45	15	67	1	0	15466	
31	0	23	5	256	8	9	0	0	92	57	0	0	131	35	10	5	25	46	3	6	19	94	6	3	68	2	1	1	1	14	2	356	46	0	156	21	7	195	1412	1	24	2	41	387	0	1	0	18	12	4	19	1	0	3656	
4	2	8	2	255	7	6	1	0	29	9	0	0	57	4	3	8	2	5	2	5	11	44	7	1	11	0	7	1	1	20	0	150	10	0	47	3	1	86	7	132	1	0	5	136	0	0	0	3	18	3	8	0	0	1122	
35	1	21	7	691	13	0	0	0	168	62	0	1	215	43	13	6	24	42	6	16	28	168	28	7	83	3	2	2	0	49	0	457	57	0	251	32	2	389	16	3	537	1	34	621	1	2	1	34	22	6	26	0	0	4226	
3	1	4	2	207	1	2	0	0	61	16	0	0	86	16	6	3	6	11	4	3	8	63	8	4	35	0	6	1	0	10	1	226	22	0	92	13	0	168	8	0	3	83	12	261	0	2	0	17	3	6	5	1	0	1490	
33	1	14	7	809	4	5	0	0	220	87	2	3	288	65	12	8	23	19	2	4	22	205	38	15	112	5	8	7	0	61	4	663	97	2	330	19	8	526	29	0	11	3	1117	843	0	0	2	48	30	7	47	1	0	5866	
65	1	40	21	3169	20	25	3	1	370	106	4	5	575	94	37	19	48	57	18	35	45	390	60	29	187	2	15	13	4	108	12	2313	129	5	600	69	15	1052	48	3	30	7	52	11407	0	8	6	78	57	25	74	3	0	21559	
9	2	8	5	135	4	5	1	0	64	25	0	1	40	22	7	4	5	16	2	6	4	47	6	4	16	0	1	7	4	11	3	86	35	0	50	6	5	72	0	0	10	2	13	123	72	5	0	10	14	3	13	2	0	985	
9	0	11	1	477	8	8	0	1	75	19	1	1	118	24	9	8	8	11	2	12	22	76	21	4	24	0	1	2	1	38	2	351	30	0	125	14	3	195	5	0	4	1	9	251	0	293	0	17	21	4	14	0	0	2331	
1	0	9	1	175	1	4	0	0	30	7	2	0	60	6	8	4	4	2	1	4	6	27	2	1	11	0	4	1	0	16	0	107	7	1	48	1	2	101	1	1	3	0	6	96	1	1	61	6	3	1	13	0	0	847	
19	0	14	5	1305	10	5	1	0	193	64	1	2	349	53	12	9	9	23	2	5	18	210	21	6	85	1	3	6	4	138	7	806	83	2	292	23	2	476	15	0	7	2	13	671	1	3	3	1859	51	7	23	1	0	6920	
17	5	21	5	1454	4	11	1	1	230	59	0	2	353	72	16	8	11	14	2	7	28	230	25	9	89	2	6	9	1	126	1	916	97	2	326	14	4	557	7	2	11	5	15	678	0	5	4	28	1438	5	36	2	0	6971	
18	1	11	10	328	1	6	0	0	96	38	0	5	136	31	12	9	16	25	2	8	8	92	15	10	56	2	4	1	0	28	2	260	55	1	145	17	4	238	17	1	11	3	22	392	0	1	0	21	10	251	22	0	0	2442	
20	1	13	9	1297	6	1	0	1	218	76	2	3	378	69	16	11	12	19	6	10	40	250	29	6	105	3	9	6	1	107	5	966	106	5	387	14	6	591	8	0	9	3	15	795	1	3	0	55	60	3	1020	0	0	6776	
7	0	5	0	164	2	8	0	0	21	11	1	0	54	11	2	0	2	1	2	6	7	26	10	1	7	0	2	0	2	11	0	108	6	1	50	1	0	69	1	0	3	0	4	101	0	0	0	4	9	0	6	68	0	794	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
